episode_id,split,shard,hdf5_group,steps,success,failure_reason,completion_time_s,total_reward,parallel_batch_index,parallel_env_index,parallel_num_envs,domain_randomization,object_x_m,object_y_m,object_yaw_deg,object_mass_kg,static_friction,dynamic_friction,camera_applied,source_episode_path,source_trajectory_sha256
17,train,shards/shard_00000.h5,/episodes/episode_000017,121,True,none,2.42,6.030913604417947,0,16,128,True,0.5920761043149471,0.026368547655288427,163.72400527456563,0.1351794859204521,0.7786563470371664,0.5955810496972916,False,episode_000017,3d09ca7266e56e75b4fa252376c63fd6f067bf674007e736246f4d11e50bedb2
18,train,shards/shard_00000.h5,/episodes/episode_000018,122,True,none,2.44,6.157300714252415,0,17,128,True,0.5866922207626213,0.11423861669492572,-6.061501461423234,0.07066236522934442,0.7125829265365963,0.6360847778777255,False,episode_000018,45175b79e8e777f5e4654df2dcee37f7cef71552b72806c29eca80cca0627385
19,train,shards/shard_00000.h5,/episodes/episode_000019,120,True,none,2.4,6.131698464248984,0,18,128,True,0.5013121278541693,-0.00833179168495446,-50.74989512391693,0.10459960859798746,0.4708099506246472,0.3815369217912584,False,episode_000019,c4038fc44c358c568fa4066e925e902c861fdf02553827c61dec59a2f270c3e8
20,validation,shards/shard_00000.h5,/episodes/episode_000020,123,True,none,2.46,6.153892042048938,0,19,128,True,0.6016004109624675,0.042413164819741306,131.4284328215038,0.17827799853986848,0.6888910092008323,0.6108972776950182,False,episode_000020,865dc87a5ba0bcc09eeadb7d5d5197a233dd85a7b464cf0f8ccbc2ff54f68e23
21,train,shards/shard_00000.h5,/episodes/episode_000021,120,True,none,2.4,6.114255443075308,0,20,128,True,0.5663598813563233,0.05904419644917508,-166.8511303577312,0.19257565005431299,0.849517548446862,0.7935560611746334,False,episode_000021,9c91bdd2e1e93e16a7dfda192e34df1b6282f07f0bf662b3b3eb926806fca5b2
22,train,shards/shard_00000.h5,/episodes/episode_000022,123,True,none,2.46,6.130043453990766,0,21,128,True,0.6091034074993272,0.08989538123743337,-156.59592412350898,0.07915679820863067,0.8870166615332862,0.8033397636058016,False,episode_000022,8a13e70bbf4d40273fda90b5dd9eec6d8b0c98c9a2eaa2fe54f925df3732d710
23,validation,shards/shard_00000.h5,/episodes/episode_000023,123,True,none,2.46,5.989467880024677,0,22,128,True,0.6077465834520144,-0.030659611987045976,-146.4243652972757,0.19523764108445235,0.9094215946199857,0.8343031471705337,False,episode_000023,632d9607617ab8d3bb325bfc5480437ab68506e01e7d4a3e1af7879dfa45ab7d
24,train,shards/shard_00000.h5,/episodes/episode_000024,121,True,none,2.42,6.032880294954339,0,23,128,True,0.5607911863297704,-0.11033891101964312,-129.47457984091608,0.092193938740397,0.8571933684928599,0.7456726328103793,False,episode_000024,f17d40edf60cf9707408c711101721e2a8b31fe3966f1e33ffc5b0a3463467f9
25,train,shards/shard_00000.h5,/episodes/episode_000025,120,True,none,2.4,6.167010083569039,0,24,128,True,0.5023091593956477,0.07825203462437139,111.02215183089027,0.09613294886434497,0.7029533320333377,0.5411047098756618,False,episode_000025,aae1ebe271e47fc1639e5a83d590ee31370b3f0d2ca9b68f19ce3c05838d96f8
26,train,shards/shard_00000.h5,/episodes/episode_000026,120,True,none,2.4,6.082221449860299,0,25,128,True,0.5617616379675068,0.09227495690963358,-2.3954146799590035,0.11148880820511115,0.682609916866451,0.6397475207911696,False,episode_000026,6fd7dbd6a9eb6e3a1a7571d87e5cb5608695a1d3aea841851f5df230366a2b76
27,train,shards/shard_00000.h5,/episodes/episode_000027,120,True,none,2.4,6.12768220554608,0,26,128,True,0.5167584884037202,-0.0601728950990098,-33.17094931035393,0.18082183597178464,0.8802086039565886,0.7007670207001339,False,episode_000027,d09c8cc0c81c276c81425f6f05974641827975c46100bf013e56ebb5c22c9baf
28,train,shards/shard_00000.h5,/episodes/episode_000028,120,True,none,2.4,6.195801766998557,0,27,128,True,0.5065337344389893,-0.057705451073556444,165.15284402272533,0.1221971886669169,0.6480661843972799,0.5177329187522087,False,episode_000028,2f24a7b4a172f3533de574840c15416aad5eb1fdd47135cf4d5f91f4af9afd9c
29,train,shards/shard_00000.h5,/episodes/episode_000029,120,True,none,2.4,6.157040808115198,0,28,128,True,0.5078236935535944,0.08437210414064591,99.12827927878618,0.17818573804118715,0.6540515978856216,0.5410099863035741,False,episode_000029,fb203c3538dbec022c4fa3f5c29a97299d1c89f03857f6d1cc478b9c32011809
30,train,shards/shard_00000.h5,/episodes/episode_000030,124,True,none,2.48,5.949134861341008,0,29,128,True,0.598459915376775,0.047616820715935454,-141.72086065706563,0.14652431322797208,0.4979780150467543,0.3827232679391278,False,episode_000030,0e3b8a4b89aa9105134cbefbc4afc9ea02b0da3f204a350a833d90c3bb6b2390
31,train,shards/shard_00000.h5,/episodes/episode_000031,121,True,none,2.42,6.0329007659884155,0,30,128,True,0.5740329103636171,-0.11498009025618106,-5.002740392814843,0.054828961191986575,0.8003105968587478,0.6202836467574857,False,episode_000031,d3176eb73af4cb35b3bf3014e0d96e6ba55b6138d5a73dcde9dcfd32165267b1
32,train,shards/shard_00000.h5,/episodes/episode_000032,120,True,none,2.4,6.056030490717603,0,31,128,True,0.5678116444032932,0.09966927051760882,-22.181757604954555,0.07882527889277045,0.503417458207174,0.39495570820297365,False,episode_000032,70db2e5c4c23ee6c5874b3e793eddf3991a1429f2c1c579759fb81180b5488c8
33,train,shards/shard_00000.h5,/episodes/episode_000033,123,True,none,2.46,6.109789704737523,0,32,128,True,0.6091406618291563,0.09582801926389117,70.65134153135267,0.14939734238247165,0.5712342473801161,0.4219349644033769,False,episode_000033,c9690f6d6b74318d6dbed7b82027e47821c167fd90fd50b7ce7544daaddedb0b
34,train,shards/shard_00000.h5,/episodes/episode_000034,120,True,none,2.4,6.060597228633014,0,33,128,True,0.550612031639336,0.10434098460071028,-69.0344583213096,0.16080548650376286,0.6431856516924023,0.48161370071152265,False,episode_000034,aa3749aae581340b0dfb03490390688e393f4a9dda87f579f010c1308a3d2869
35,train,shards/shard_00000.h5,/episodes/episode_000035,123,True,none,2.46,6.108804720440276,0,34,128,True,0.6069853568830673,-0.09447433875933522,-80.92354301652655,0.06919212011262778,0.5619847037406812,0.44278954806453147,False,episode_000035,cc8195e4de430edaa8e0652c379a1267949ef47358489970deae429c614d5ead
36,validation,shards/shard_00000.h5,/episodes/episode_000036,120,True,none,2.4,5.9591089494024345,0,35,128,True,0.5602435040354617,0.01093895576080714,28.45866767478094,0.07257237332661676,0.4778169143688801,0.3374425739161871,False,episode_000036,344be4a8b31c07bdd9cd06eb8ecd28be16f169e1006e5eb096e5abea3c8e58f3
37,test,shards/shard_00000.h5,/episodes/episode_000037,124,True,none,2.48,5.916096969837781,0,36,128,True,0.6158043173581372,-0.10371178516808777,-59.5966456954168,0.19285509876815354,0.8808305286636101,0.7854337877544042,False,episode_000037,b9633e098bdaa69ff6669a1277b61e3f1f2e82ccb154ebf075735a9c883a6894
38,train,shards/shard_00000.h5,/episodes/episode_000038,119,True,none,2.38,6.176115928865329,0,37,128,True,0.5379594888401604,0.02439659707873143,-177.38739634983662,0.1456092953705313,0.7634208360621746,0.7136559369653998,False,episode_000038,20e0e92b82e500bbc6797d268536e2a43961fc38e97c2e9c214cb0f8522e492b
39,train,shards/shard_00000.h5,/episodes/episode_000039,121,True,none,2.42,5.999883060581851,0,38,128,True,0.5744338922298442,-0.02348379552964061,149.1981995795386,0.06443619343881299,0.7291512324636802,0.6723230937352892,False,episode_000039,320b74d2ce0bf37700e272c57f918261ef87faed24155111d79ce5eb9116aa36
40,train,shards/shard_00000.h5,/episodes/episode_000040,123,True,none,2.46,6.186325630053034,0,39,128,True,0.6110572964629802,-0.016009490741094035,-2.630670398092434,0.19275065311220568,0.6221330932119804,0.44363879679584883,False,episode_000040,045a7adc6a7089a3ac3063f0bf3ff522047463fc0394dd669eacdeb7ba551968
41,train,shards/shard_00000.h5,/episodes/episode_000041,121,True,none,2.42,6.018924046525171,0,40,128,True,0.5871812527768144,0.053040971940232995,-20.485187427671775,0.07087331268533692,0.7652880754321959,0.5951565463594175,False,episode_000041,92820b300e0f93422802216c7388b15ed06cd671c226dbc8aa8f715a214e52aa
42,validation,shards/shard_00000.h5,/episodes/episode_000042,120,True,none,2.4,6.176527698791688,0,41,128,True,0.5177510004109516,0.07368059036971572,163.91843938683013,0.06670214653871262,0.7595872612018961,0.6959931752619343,False,episode_000042,869fb017e86576a074d7beb61e3e4da2aec8b62e65615854f1e2a519ebe8c7e2
43,train,shards/shard_00000.h5,/episodes/episode_000043,119,True,none,2.38,6.059943361404294,0,42,128,True,0.4866723833371565,-0.022557983972600948,-135.85213580637182,0.08936755143693673,0.7477224522829933,0.6542288415070459,False,episode_000043,94e238d9c5a9af49510c059e28e6f2da95b4b26e61ab865500275c8c9f1d478f
44,train,shards/shard_00000.h5,/episodes/episode_000044,120,True,none,2.4,6.146321029740648,0,43,128,True,0.49912679668056803,0.01418887492163326,-122.87156987990267,0.09978483083312256,0.689107770289675,0.5833694653304824,False,episode_000044,4cf56ff632e4871b618830ed2599c9d055e181a867e501a1279a9248bb2cb79d
45,train,shards/shard_00000.h5,/episodes/episode_000045,121,True,none,2.42,6.095493690816511,0,44,128,True,0.5748864141668784,-0.0001962917715227358,166.14295731053755,0.05585443967899445,0.7148689627347393,0.6758790816864608,False,episode_000045,ca66d48cdc4edfebac9dfbb3dd5871bf5a45bf08f48972700e78d05727e843d3
46,train,shards/shard_00000.h5,/episodes/episode_000046,120,True,none,2.4,6.019096973110209,0,45,128,True,0.5195801809259417,0.0612345404414526,-36.108966300059194,0.19142938743442944,0.4562486341242128,0.4102710995458254,False,episode_000046,4550a62f838c8735d4ee7b9cc8282d5081ebd1716e7cb3184bf5e639d7f84db7
47,train,shards/shard_00000.h5,/episodes/episode_000047,121,True,none,2.42,6.014629453406087,0,46,128,True,0.5600426454074223,-0.05203614038327721,36.43440048914201,0.19570994901139527,0.6710445956306204,0.6202995597271797,False,episode_000047,c56fc3291e069d4804f5feb3eada9e92ee090c4f929c6e8ce8a9f48a5f65c49f
48,validation,shards/shard_00000.h5,/episodes/episode_000048,120,True,none,2.4,6.170688660959058,0,47,128,True,0.5296559906884916,0.04223243887615061,-157.62201622925772,0.16823580908345234,0.9416259382038472,0.8541344097726231,False,episode_000048,dc2a1c03dbd88bd18e71543a768e8371195cb06d11397ef68d867fe0d6628a9d
49,train,shards/shard_00000.h5,/episodes/episode_000049,120,True,none,2.4,6.191696929230602,0,48,128,True,0.5250591119776712,-0.04616770123803764,-154.24160643966528,0.11951360977916736,0.7956437938169542,0.5929712837214365,False,episode_000049,3401e3278af13aedd393e9e7a761e421b4fe5ca73bbed9c2551d3c83cd3fd84f
50,validation,shards/shard_00000.h5,/episodes/episode_000050,120,True,none,2.4,6.0017105201386585,0,49,128,True,0.5001610161633854,0.11016902962139424,121.27818757637579,0.13777002912859546,0.7815791382162314,0.6744469359111109,False,episode_000050,da87210ca2431ffe781c2f6c4e718cf3a7ad31a5166e7a1549faa54df83d743f
51,train,shards/shard_00000.h5,/episodes/episode_000051,122,True,none,2.44,6.036973520936044,0,50,128,True,0.5943933219097287,0.0027621740272864292,-33.830762956909695,0.10760973226580509,0.8851604447897778,0.6868362818367678,False,episode_000051,7629773eb023e531d9290415945501db275aaa0760343ace3a7240924dc49a10
52,train,shards/shard_00000.h5,/episodes/episode_000052,119,True,none,2.38,6.063475195598585,0,51,128,True,0.48962182067867965,-0.007438707740157355,-136.17150980323103,0.15297534459206075,0.720776087947085,0.540031042619359,False,episode_000052,1e37519d85bcf79ed4273bc69e0fca8d92695d0d207e86ca075b9cf7531b4514
53,train,shards/shard_00000.h5,/episodes/episode_000053,123,True,none,2.46,6.1114163536149135,0,52,128,True,0.6069799865355078,0.1035452557697934,-92.85342699485902,0.11978265806888057,0.6850153481623266,0.6143478419529079,False,episode_000053,5d9438210f9f8db039fd3bdd1078c0e7241d0600cf9d9685a35db936dd567d3d
54,test,shards/shard_00000.h5,/episodes/episode_000054,120,True,none,2.4,6.02701858114051,0,53,128,True,0.5548027758146084,-0.0009184571344190567,-127.39341483000575,0.188682971218662,0.9023720412348055,0.8119443072139833,False,episode_000054,84ff0611dc04e433b65d2a8162e682fe57afe9e4501d99910b0f48ee7aa02b87
55,validation,shards/shard_00000.h5,/episodes/episode_000055,120,True,none,2.4,6.116670075387447,0,54,128,True,0.5472581528288153,-0.039883500878689485,149.8410361642364,0.09846926867382474,0.7935029563550652,0.7304758722239392,False,episode_000055,0f6623a9d1626886a470e553ddbc50a815782d9462fdc36084aa8c0c0f5fa31a
56,train,shards/shard_00000.h5,/episodes/episode_000056,120,True,none,2.4,6.202997585092817,0,55,128,True,0.4997376731706915,0.04605322500369652,87.16663237303385,0.15930153049158036,0.5190842915765225,0.39873697448248835,False,episode_000056,0068e1bc0f3a63ea025cb0ace15fc265c9f43ef4495b48e8e1b7e2d80158e688
57,train,shards/shard_00000.h5,/episodes/episode_000057,120,True,none,2.4,6.0575504178605115,0,56,128,True,0.5590760675240708,-0.10941443767959375,12.408099542813062,0.05994721093127643,0.9076171943921183,0.6406571439392382,False,episode_000057,529133671c757802e92e88cf3d7c5508cc454392e2baa05eb70eff08757b24f8
58,train,shards/shard_00000.h5,/episodes/episode_000058,120,True,none,2.4,6.0851875735888825,0,57,128,True,0.5370101953003714,-0.10837943063493712,-178.26351264651302,0.05196676117212384,0.7161323629401937,0.5946310457456306,False,episode_000058,257bb5fccaaed8e2d26f128e29445c3e9d359a24652a9f31a1abfa51a2c55f55
59,train,shards/shard_00000.h5,/episodes/episode_000059,121,True,none,2.42,6.123902516690578,0,58,128,True,0.5807272219326874,-0.009814526665962123,-93.24213516287695,0.14370357413104717,0.7312905119897644,0.618588899423509,False,episode_000059,12498ba0372d457ee03f718e3b5655c63e2d884f3df2f846912b3eacb16fddf0
60,train,shards/shard_00000.h5,/episodes/episode_000060,120,True,none,2.4,6.179677259285199,0,59,128,True,0.5302523040038309,0.06284291998997049,21.997686742518397,0.06041671498728379,0.897039649879631,0.651915944582613,False,episode_000060,6ee8a369df65cbca33f8102f0ad27055bee1c3379cacd0f3d714abc672c20967
61,train,shards/shard_00000.h5,/episodes/episode_000061,123,True,none,2.46,6.145709898739369,0,60,128,True,0.5936722189772343,-0.09576726013648419,45.30864076804397,0.05799892580791541,0.9334088819222083,0.8277037108783369,False,episode_000061,061620b9ae73d4f6ddaff84b5a2c66b96230aa21f4fd45cae901238cfb3b02be
62,train,shards/shard_00000.h5,/episodes/episode_000062,119,True,none,2.38,6.045861905138736,0,61,128,True,0.49202293215309173,-0.03658971759299137,-14.254522219093673,0.19514795275052993,0.8721743828583843,0.7154228810306513,False,episode_000062,66db9d0a19cad5107c956df62c7316c3bf270a15603b5f6f6f7c32acae053f9b
63,train,shards/shard_00000.h5,/episodes/episode_000063,123,True,none,2.46,6.049896889247066,0,62,128,True,0.6105456275981799,0.1175311865799773,-166.26824155976968,0.17782127207100223,0.8640641599708805,0.613553311406507,False,episode_000063,8c98e4c26a53872f7d5885f981bc34088667461c31c8c328d1434b4330fbbc6b
64,train,shards/shard_00000.h5,/episodes/episode_000064,119,True,none,2.38,6.013083818646919,0,63,128,True,0.48293740212603364,0.06737512834854698,133.87018740879802,0.19171550020711725,0.803352020523566,0.6300792018949749,False,episode_000064,44c40cde9c82f1e0df6854afee6b4998eff7c403c29461cb36ebc0912a9cb0c3
65,validation,shards/shard_00001.h5,/episodes/episode_000065,121,True,none,2.42,6.081356757930735,0,64,128,True,0.5884345608213822,0.03071143689525177,-159.72876770617364,0.15464744186548707,0.5138905594564187,0.3626168708119118,False,episode_000065,3a2fe9a28553ccdef41a6d2149c41e726d62a5a59c46154bc2bb61c1389c8d9f
66,test,shards/shard_00001.h5,/episodes/episode_000066,120,True,none,2.4,6.017872015894682,0,65,128,True,0.5519998156814951,-0.033559799338900964,-31.16700121707686,0.18254185975862358,0.575277601891157,0.5158659750066809,False,episode_000066,6995f2dec78c6d2eb7c2fa0304456cd6f3e43ddb948d512e3d8bbc88696cc626
67,test,shards/shard_00001.h5,/episodes/episode_000067,124,True,none,2.48,6.026846490229218,0,66,128,True,0.6120454440367009,0.0061026651964098955,54.7235871151434,0.07082695983150916,0.7016555582348906,0.5337263068810771,False,episode_000067,b5aa72d9b05ab5be2a5a3fcc6e194f001a4bd5968da756e85cf29f6a749dbda8
68,train,shards/shard_00001.h5,/episodes/episode_000068,120,True,none,2.4,6.155631397423349,0,67,128,True,0.4860054387723972,0.02755386917922495,27.938742998552044,0.11556094789175397,0.6895119263624697,0.50591319502921,False,episode_000068,49f4a31a181fca11f89d4fb8e36a282f884e635e23245fc220b0060b89bb8c70
69,train,shards/shard_00001.h5,/episodes/episode_000069,120,True,none,2.4,6.220340949299498,0,68,128,True,0.5093718043521224,0.01888415066165064,158.53428194958616,0.16010176836682155,0.4859707019500346,0.45318273668535064,False,episode_000069,a29a6333eb1eeb8401a7df18ab716aca608cd3c7094e38f63be7e6868684a2fd
70,train,shards/shard_00001.h5,/episodes/episode_000070,120,True,none,2.4,6.137673086446739,0,69,128,True,0.5372363555390661,0.01779693883474401,119.91567375153625,0.19449247265373382,0.7526917275941561,0.5801451847198529,False,episode_000070,7da2adf0ebcf4676eb6ee4bb1589b9f4b4c9b186d7720716163eccf5b8a9a353
71,train,shards/shard_00001.h5,/episodes/episode_000071,120,True,none,2.4,6.16749694243299,0,70,128,True,0.5501731942560776,-0.03769605686711042,86.86744793144032,0.05576074705183276,0.8661470256489743,0.7882301332024706,False,episode_000071,ae46d8d1b3f783949f727a67f1fe94a424f4bf1bdfef3be13d3c97ef82000841
72,train,shards/shard_00001.h5,/episodes/episode_000072,120,True,none,2.4,5.982084403289264,0,71,128,True,0.5206823743065048,0.10139105445815666,117.20985557174981,0.09152131270685707,0.5302318203651942,0.48889925507975657,False,episode_000072,3d5ecb3625125a87929cbe8a18c3b1a73306a634344931778c30d3ae12ebaf98
73,train,shards/shard_00001.h5,/episodes/episode_000073,120,True,none,2.4,6.110914070928629,0,72,128,True,0.5197813046238349,-0.09816254193465693,-41.71545228454087,0.16475117166648218,0.515282372403314,0.44905316354695113,False,episode_000073,0216ba75fa7d35117d69d99d97296ac7308af896400cc27142a4d26c4061926a
74,train,shards/shard_00001.h5,/episodes/episode_000074,120,True,none,2.4,6.155199135948351,0,73,128,True,0.5489143208108315,-0.01116839653284224,-42.95997828197977,0.07521678882094321,0.8229700058235087,0.7534656065832966,False,episode_000074,16a0769a36b0a5b06a11492d1b309a5c27123476f25d187e17f5ac75a398e3d4
75,train,shards/shard_00001.h5,/episodes/episode_000075,120,True,none,2.4,6.159966960771271,0,74,128,True,0.5129237130076463,-0.09512050033782196,86.75688509808151,0.07824159246598944,0.4753223360454983,0.41395366439583403,False,episode_000075,fb018b4a1dbd36e39da86abb33ce7fb5df33b3d7eddcd7a80aaf06040f7ce0a2
76,train,shards/shard_00001.h5,/episodes/episode_000076,119,True,none,2.38,6.020257003767256,0,75,128,True,0.4843535363515406,-0.07608168053743175,-160.4654019654351,0.07149875792235666,0.5358292034855507,0.38478080572034756,False,episode_000076,14d809c99fd03b057cbf79277108f657c615952a23a1e4ae090e91c5d1a7029d
77,train,shards/shard_00001.h5,/episodes/episode_000077,119,True,none,2.38,6.065093165307189,0,76,128,True,0.5296793302898347,0.10481653148889877,-12.417794573370713,0.1941900690782028,0.8824543317892752,0.731559790115066,False,episode_000077,f4dcb682dd45fb562731ba439f7eab871871ce53e254a71843781001b4aa7138
78,test,shards/shard_00001.h5,/episodes/episode_000078,123,True,none,2.46,6.1750751247591324,0,77,128,True,0.6054727313006224,-0.011336411695187468,-80.35730621239107,0.1373336959478494,0.7053888580882519,0.5165580095246558,False,episode_000078,98789a19afafb109846b6d1aecf58f5e83802d1193f5248fceb93def1d671ba7
79,train,shards/shard_00001.h5,/episodes/episode_000079,120,True,none,2.4,6.115309588331002,0,78,128,True,0.5544274229284076,0.07195864741018451,-68.43962546779015,0.16356295128927378,0.9350466867044058,0.8856802577146505,False,episode_000079,70a3145cb6f606c969cc11be80a053a078bac3ed4021a843452cb2cefecdac4d
80,train,shards/shard_00001.h5,/episodes/episode_000080,123,True,none,2.46,6.203212393450485,0,79,128,True,0.6086094913870548,0.00280763814933338,-68.58056081665144,0.07085948192349083,0.9386311018002689,0.7741731877734482,False,episode_000080,a2d16d62505d3f0ffeced78763cf938f47b628fdd3cd71b4195e4240881e110d
81,train,shards/shard_00001.h5,/episodes/episode_000081,124,True,none,2.48,6.0194683956669905,0,80,128,True,0.6097598023859168,0.07690536705977977,-60.35820530691876,0.08530849618804386,0.634798918321187,0.5099771786352789,False,episode_000081,8846d9026eb225f8007358b113eeea422cbe2ea09c18526bb45e86c07cd58e3a
82,train,shards/shard_00001.h5,/episodes/episode_000082,121,True,none,2.42,6.082405539708816,0,81,128,True,0.5933931043336544,0.010358960211304946,-100.6159491869,0.19725359730081077,0.565672205986401,0.519838079452019,False,episode_000082,c7ba1c4f42d3a3c2b12c46240d827a92bf57d29e80940cfb51051fc288d12e2b
83,train,shards/shard_00001.h5,/episodes/episode_000083,119,True,none,2.38,6.176110709046043,0,82,128,True,0.5365843482366711,-0.04355133573036278,85.10374650916395,0.057026538089819036,0.8558032564797523,0.6393423299542367,False,episode_000083,d01c921347bd694b2697d7620f6fa27feed0c7b9d822dc7c3785446bf785b072
84,train,shards/shard_00001.h5,/episodes/episode_000084,120,True,none,2.4,6.121912968466859,0,83,128,True,0.5665923565292548,-0.044584211914685715,-47.49943412935022,0.062410819777025915,0.9251190884400768,0.8043063099656316,False,episode_000084,5646de029a2a38eab6dceacb238405d849468b3df270c30bd79ead1bed6a62ed
85,train,shards/shard_00001.h5,/episodes/episode_000085,119,True,none,2.38,6.026839571168239,0,84,128,True,0.5390643718177339,-0.013898499578929024,-57.06120762985395,0.1532343851227252,0.7079779414423542,0.5200468356912438,False,episode_000085,80d475a117da7ebbc1de1693dedaeeef15ff66133b63dfefebe2e0c28adc4cf8
86,train,shards/shard_00001.h5,/episodes/episode_000086,120,True,none,2.4,6.029712713201661,0,85,128,True,0.49975854348806753,-0.06464640169221779,-53.99840451737931,0.17696496343889118,0.4910740862512119,0.36409158543048153,False,episode_000086,0181adbf3c4979dfc19e6dea0907cdf4dbe3308d4e7b20aab4876b24ad110854
