episode_id,split,shard,hdf5_group,steps,success,failure_reason,completion_time_s,total_reward,parallel_batch_index,parallel_env_index,parallel_num_envs,domain_randomization,object_x_m,object_y_m,object_yaw_deg,object_mass_kg,static_friction,dynamic_friction,camera_applied,camera_data,camera_frames,source_camera_sha256,source_episode_path,source_trajectory_sha256
13,train,shards/shard_00000.h5,/episodes/episode_000013,126,True,none,2.52,6.0322256480621945,1,4,8,True,0.6625180656181997,0.06927454354655826,80.63332604556291,0.35904484473318354,0.08151107859499895,0.062266850261265515,True,True,29,ce4365976aaa90e9f6e52c1ddbb9938f35d0fa28a1b1b4bd8d83ff90d29c25ee,episode_000013,32ede2b875e2e0a2a28881e1ee8bd2748d8661bb543bdac1610206702c483509
14,train,shards/shard_00000.h5,/episodes/episode_000014,119,True,none,2.38,5.8398580086113725,1,5,8,True,0.40534333638286624,0.16334682298605613,-112.37629337883465,0.07456635894606443,0.395046599914805,0.270002263518239,True,True,25,3fd2927e32f124a2df7b0558f0fec5ae1faa90d845e89d80da83bcb00f3355e1,episode_000014,15b74e77d9fec9c0b4128797136a01e20e08c8a5e809a16b3b81742ea6fbe8e3
15,validation,shards/shard_00000.h5,/episodes/episode_000015,122,True,none,2.44,5.494746480661377,1,6,8,True,0.42087269684450346,-0.2894049614902798,-6.63119792970798,0.08477753007137027,0.4015976579310512,0.27049584490844936,True,True,27,769c96acd6531224c16e550165167763b7617dcaa4eb10d5d8b6262cb1ae97b9,episode_000015,fc21eb1e02ee757cf2cf9ef0d0f6f91042fc2fa37a6b0c7646a75beb60f4c1b7
16,test,shards/shard_00000.h5,/episodes/episode_000016,122,True,none,2.44,5.933715743820358,1,7,8,True,0.5551948836447237,-0.2194200085601723,173.18236973273963,0.41671344559772,0.08463147628086025,0.06848893850813889,True,True,27,d6cc1e0c612b61c0205a5e52fe35af1015be7f5bc6d8cd50a4330c4a511029ca,episode_000016,d7ec88a6039bfb63794bd2fd054bd889954ac10509a17d8f25598065b328a0f0
17,test,shards/shard_00001.h5,/episodes/episode_000017,119,True,none,2.38,5.952380691302096,2,0,8,True,0.4620355911253777,-0.10148990541952502,43.30945556881031,0.33194682685373295,0.5916477076817108,0.43204417195141853,True,True,27,093c423cb11e06ca5399d262997e6bddaee6e630d239212662608014a643c98c,episode_000017,56be6e0be5c1e91b4df7240eea44e0c9ba98f2c2eb795c6198fab4f1e4ee7d03
18,train,shards/shard_00001.h5,/episodes/episode_000018,127,True,none,2.54,5.710585274970299,2,1,8,True,0.6823031153546134,-0.16106737249529682,-2.541527228527457,0.3652238741863955,0.46484452450053965,0.29041503000258845,True,True,31,447accffdfb5682019e4b2cad20943b2a39fed9a9e3a58ab68f236efc9da46d3,episode_000018,ee16ace36e9636992ec17ccbd2b5020c0afc16cec104db070ae56bbce7838b75
19,train,shards/shard_00001.h5,/episodes/episode_000019,124,True,none,2.48,5.744838633128865,2,2,8,True,0.5426446603088504,0.2689894732061486,-149.5590449493021,0.2763159192791687,0.5054740194671614,0.32838978786462103,True,True,29,3b1ebefea19195b341bfeabebd76cd0a28afd122acd4491bdff0ee1a6c2a4a31,episode_000019,c401c074ae0a40670bea3e87419f2bbdebf735bf7b20a3311d28cffa82b6fc78
20,train,shards/shard_00001.h5,/episodes/episode_000020,124,True,none,2.48,5.691056885397984,2,3,8,True,0.5441450449203515,0.28609540010122453,-151.43073011172416,0.4023149725660716,0.7131546186194029,0.5446935541011769,True,True,29,4ee61520a95e8f74e84df5ac5b0f67a3b5df4ec5fd60ee4d040858879fd9b413,episode_000020,4d59993df6fb709a88f5de5675d3a24b6aecd1fbca7abd29f6ceded340341a56
21,train,shards/shard_00001.h5,/episodes/episode_000021,119,True,none,2.38,6.0710956822240405,2,4,8,True,0.532932771939078,0.08749089581269692,-41.35560471501989,0.28530155865450363,0.30057011798106115,0.20448793829679238,True,True,27,09f2d7ba94466070de5deba1f61c8822302ca90cec673458aca12b85e490a65e,episode_000021,34f5ffde06f3cfb2f75e1b8bf0f92e343fa84636dc79fb7c67af292589960c26
22,train,shards/shard_00001.h5,/episodes/episode_000022,119,True,none,2.38,5.49829543363353,2,5,8,True,0.38677950038632253,-0.23223600741477776,-90.40152280502974,0.18055679380802797,0.7128772763607022,0.44546903938269294,True,True,27,1ff48ba63eb81e789e222c37c9ea9e118dd143079745deacaedd1f04f30f525c,episode_000022,07f52c857dc3ecc7097daa54b1b8db0cfd2ddf613a1bf82ad30252eb947c082d
23,train,shards/shard_00001.h5,/episodes/episode_000023,117,True,none,2.34,5.928122089258977,2,6,8,True,0.3831586808281623,-0.09366828831881022,101.73663980245675,0.0872168475559695,0.1413000429952159,0.13234837200801003,True,True,25,c2ee09091a0d3497db0b6b933bb3683e442df38075d39a5e5dbffa072ac15a42,episode_000023,c77987a6d985bfec09f4da61b3267770d6cc873673d56612d9345126f38f9c87
24,train,shards/shard_00001.h5,/episodes/episode_000024,118,True,none,2.36,5.902237410612543,2,7,8,True,0.36196585758240635,0.07837591987116904,-79.22480238353232,0.3826940625631527,0.19301516969656568,0.15214086152946937,True,True,26,cbb8c2a1024649b0addaf726c664b653dbafa39e202ce54600e62828b0288617,episode_000024,0289269e12e0359169da3008e35131ad4ddf9499623232081c418940ee248d33
25,train,shards/shard_00001.h5,/episodes/episode_000025,118,True,none,2.36,5.845218611069868,3,0,8,True,0.39714041869660466,-0.11893144446616283,16.92098472688241,0.03156914783586062,0.8502476448303079,0.5099810194079104,True,True,25,6c57bebfbef5844b5c028f11f43ed393032ea900bce51905157c20ef50b671e5,episode_000025,52a209e9b51d9e4c1bd66e8af3b86df85cc4c380a9c69a7ee97fd037fea0f0e3
26,train,shards/shard_00001.h5,/episodes/episode_000026,120,True,none,2.4,5.986372943723836,3,1,8,True,0.46479438910538595,0.1578602828480331,169.00275397388583,0.3205965608196073,0.795827263600646,0.7070665147597305,True,True,27,f31b7574d59f4bf40004e40eef66582446240d5861794556db6b4bc3d9da0c4e,episode_000026,2d00688347e888ba00e6f95a9328155baa07d47a9d4be56e23775466fff13249
27,train,shards/shard_00001.h5,/episodes/episode_000027,120,True,none,2.4,5.991121401307282,3,2,8,True,0.5288045400537323,-0.11430134832880068,-27.874472284703927,0.26265872929820744,0.44814582274585046,0.27743514791335244,True,True,27,830f26e32abdb8d37513479f7276262e350c4d0efc74880ca52baf60eb4c41b7,episode_000027,6afd4badd447260ff65454446a67a0b272e3475185503f556a6eab586c1ce889
28,train,shards/shard_00001.h5,/episodes/episode_000028,122,True,none,2.44,5.851134363759229,3,3,8,True,0.5850098897686125,0.13527905944307173,54.10903975164089,0.24907758757151205,0.6336320580561586,0.5119433342053208,True,True,29,b9cc064206ed360399b87dbbe13761275b8a5c703e135bd9dcd14c013f25fd06,episode_000028,f017d206a3bd1ff59b345caaa4d7a6c388002a43cc6eac78459289db6dc6c9b9
29,train,shards/shard_00001.h5,/episodes/episode_000029,121,True,none,2.42,6.015419923994159,3,4,8,True,0.568902583126104,-0.1153970351790721,94.00721058354111,0.21017130518405078,0.8474891598871251,0.7371429365815648,True,True,28,49e42f7d164dcd972a2c28e353c5b0c6f1e1b22229ca489a99704e3914d614dc,episode_000029,1460599cd675385dfdbaa24e6537d8ca03af44799a6b63fe9eb1363b698ce4b6
30,train,shards/shard_00001.h5,/episodes/episode_000030,126,True,none,2.52,6.016663424104081,3,5,8,True,0.6685573938994528,-0.04402838455501079,24.23604385550462,0.1892948227117875,0.580484106070924,0.4585810664105713,True,True,31,66509849c3411eecb0d1fa7cd5739be18f209cfa99075e85433be235d9fed71f,episode_000030,2846835094f847a907f78455c4a7c1e96fbef2ab9333124ccf682e6b02749040
31,train,shards/shard_00001.h5,/episodes/episode_000031,122,True,none,2.44,5.87798733094769,3,6,8,True,0.5487923222216406,-0.2316183415376849,162.26466305465948,0.06462791093392885,0.9228466505679865,0.6335643248907203,True,True,29,ddc66c76eb006d70f6081e6416f3d9caeb855839da05cac0e25e6e1da4f0529f,episode_000031,67003049189b9a3226661eeaea30c8a9c0ffc005f098ce787e7c44a7b174e103
32,train,shards/shard_00001.h5,/episodes/episode_000032,119,True,none,2.38,5.876414381235918,3,7,8,True,0.4237754308932562,-0.17203630800453953,-106.18028947343811,0.2252454551233651,0.3394450849244203,0.3147592814696527,True,True,26,9b406a51de988486e8e8d71c99aebf67ed7575b29449c14a15c8186c811ed5a8,episode_000032,b9f41ba9a3541fc8fe1395886aa33b378bd858b0ab7ee6c5028d719017e44217
33,train,shards/shard_00002.h5,/episodes/episode_000033,118,True,none,2.36,5.891056744831076,4,0,8,True,0.366893383087342,0.08216224502279657,100.27238058889083,0.42405500001307156,0.1373615193797284,0.1179342874623901,True,True,25,9fefcacbd5230e7a6f296bee0543934772b71dce0824739ea1c4049a1a8f337f,episode_000033,78ad3f25e355d1e43c3ce57fbc1e8b1f329aa1e52fc9f81d80bce1aff505de1a
34,train,shards/shard_00002.h5,/episodes/episode_000034,120,True,none,2.4,6.110796218046744,4,1,8,True,0.4764700267138539,0.09804654301956783,135.4054653256544,0.2716683971914445,0.18308095692352555,0.15258204778180473,True,True,27,59000ba51a48e2e94d283c80cef2f4eeb1df53a53d2e2c0b3a9ebb43158ec783,episode_000034,ac2583dbbded514f3b9d734aa19fda75a3303477f6f2d3ec9027f4b7be658160
35,train,shards/shard_00002.h5,/episodes/episode_000035,180,False,max_steps,3.6,0.7567245857089802,4,2,8,True,0.37999105322692045,-0.1999626615536894,56.77617830817272,0.02548615534808382,0.2701141208371878,0.24280817840087227,True,True,41,508f63be951c03a4b0e7da0bc579ec9ed20d5c362ec5dad4ebe3e3cf5ad5f8fd,episode_000035,a790f7f013ef66c3bd31954d74c65d23dffa3d74c2854dc8e84501270bb80830
36,train,shards/shard_00002.h5,/episodes/episode_000036,180,False,max_steps,3.6,1.0476790449297368,4,3,8,True,0.7705934926237488,-0.12401487847065437,-128.46171242106251,0.043629715290578096,0.15863229224726724,0.1334758116304024,True,True,41,907ab4eda54fa600632e1f8da183b8d75ffec94c06aef56dd73295faa68e5bdf,episode_000036,31147e1165b1511bc982c52960a0ba3b3dd6bd66e8d9c1961ee9bebc8e2a8a2f
37,train,shards/shard_00002.h5,/episodes/episode_000037,126,True,none,2.52,5.2643202566525815,4,4,8,True,0.703267758774392,0.09014192185382802,-60.08751212260181,0.2437585560559081,0.14355080257412423,0.12793080642669355,True,True,29,844ac37a1a8a34177faacec19f026237e2e48548b956fd3c9e16972b8f14af90,episode_000037,f293d44ef24c832e940ae4ba7bc93b106bfe450b318a438acd0631a71aa34d75
38,train,shards/shard_00002.h5,/episodes/episode_000038,119,True,none,2.38,5.7170528352844485,4,5,8,True,0.3859860331316213,-0.18167355728854917,39.373854427523526,0.03212987935585307,0.5174701303057244,0.4704929715459674,True,True,26,411a8919834d17b2b363a5e47d340df15142698ae4327224eff69c01fcd54877,episode_000038,78433b25d72c27b6a6031c6be94fda10aaf9fb2c7caf56d122d7e5c905bae36e
39,train,shards/shard_00002.h5,/episodes/episode_000039,126,True,none,2.52,5.248267655650977,4,6,8,True,0.706428865262976,0.10431264321500283,-61.29048180478367,0.21439337379994708,0.36753548017732,0.18568450160729333,True,True,29,06a766e701f30082a36f2259e28ce1dafecfcca84d5c3b1b0e0f117c8de7c44a,episode_000039,02d97e9109df817425fee8914028434d29cae0bb7d43c22840bf7c2eb39bd75f
40,validation,shards/shard_00002.h5,/episodes/episode_000040,128,True,none,2.56,5.385531627789078,4,7,8,True,0.728458263185822,-0.13865239565386386,93.27303947569465,0.4465532139146977,0.4128141092016181,0.3616952077436227,True,True,30,cd1090f5fcac8404d265e5002966a4b4c4ded00f3b44350deade10e9e990ef8d,episode_000040,aa45ebf0baf473e78878ef652dc944800f7cf30e350a57ccf1c34bccc6c00e58
41,test,shards/shard_00002.h5,/episodes/episode_000041,119,True,none,2.38,6.030652334544357,5,0,8,True,0.48263536389818396,0.04701937821180874,-41.549610381980216,0.23334916779826148,0.3879224787818192,0.3022167308480978,True,True,26,e40ae694ddf3c9e768ca54cae735d8169000b61d4a76956945a85c0d24b57503,episode_000041,b2ad20703f180b583d07daf242d92312ea9e7b90aab71ee057b621a0aa91c3ec
42,train,shards/shard_00002.h5,/episodes/episode_000042,120,True,none,2.4,6.030235741443903,5,1,8,True,0.542729635563072,0.04559408229533257,58.103920976475194,0.028595263694948622,0.09018122107991569,0.058886048673627844,True,True,27,953241f3ddfa54c33c92cdcf7416a170eb590746ceef548c192be097e4385ea8,episode_000042,ffd9f3529c44d5f20a5761a1f26c50bc452c82682c5b30d100d6c74f4b6c3c1d
43,train,shards/shard_00002.h5,/episodes/episode_000043,119,True,none,2.38,6.090122323130345,5,2,8,True,0.4477765978083905,0.11353681894886691,-77.98499164531891,0.3112590015594043,0.13619887277004816,0.09412520332849077,True,True,26,62e03a317f000680c6be5b294248f72306eb444911ada5af60dd87fc53792231,episode_000043,11b79bbf058210015dad60c6297c8f9ac2d6f28286c2cdad00c72634b886ca2c
44,train,shards/shard_00002.h5,/episodes/episode_000044,127,True,none,2.54,5.89648371608655,5,3,8,True,0.698732228521145,0.020844188820288545,77.28869975878581,0.28308678927368824,0.24293615795810486,0.22587014739078382,True,True,30,b0a2b5750719e5aada5052d13a8b4b9e8a5149f8cca2f7093bbe7fe05a2e4968,episode_000044,0ee42b855402af9075a6023a195604e64e2f8a8a11595ac271d66540797acbb5
45,train,shards/shard_00002.h5,/episodes/episode_000045,120,True,none,2.4,5.992940265543439,5,4,8,True,0.5079016651446931,0.08620622045976911,-147.06684352110008,0.2119518618053075,0.8356929737257706,0.6398816559126397,True,True,27,996c24b16c58449fd9022d52c895ea08440fd19a3778d3db312819ce07c1719f,episode_000045,3e2e54384ce369098b61e5486fc57cdfb227eb529e884d1031090b309966d023
46,train,shards/shard_00002.h5,/episodes/episode_000046,126,True,none,2.52,5.981066637345748,5,5,8,True,0.6716239231457051,-0.11514420698530095,-94.65452595459179,0.263603158329249,0.8656673883538222,0.772845808107288,True,True,29,27c29459f413506f457158aea93456a02c2884bc919b9e67e349077e01342fa9,episode_000046,d28718efe0d1243714879d7f59e065651bfd310d6541c395917d387f64a95ae5
47,train,shards/shard_00002.h5,/episodes/episode_000047,117,True,none,2.34,6.044195982627571,5,6,8,True,0.39895427317581295,-0.0023948270145089934,-88.21099636420908,0.17491797055510144,0.6996690928724559,0.5253290226509508,True,True,25,2230f6205cd05912d79d62daf1e6725209e528e370af1c917cc8dfafd4ae81cc,episode_000047,9051ed2613414b4b7ebe4b3f98e3d0de771f27ea0d39ab1411fea3ffac4c178c
48,test,shards/shard_00002.h5,/episodes/episode_000048,120,True,none,2.4,6.16240783781177,5,7,8,True,0.5328433408792226,0.06355360291637352,-109.79990927306042,0.2574719516384084,0.3989886662695922,0.34307903947130175,True,True,27,1223947a118cd1162fa153d871335f7a1ac5ab5d950a213901cef80ef2a33170,episode_000048,73ce1546f9585ccd607e3e0689b0fc6bae2060758b1b0ec8371f86cf9ebd1305
49,train,shards/shard_00003.h5,/episodes/episode_000049,122,True,none,2.44,5.868249947853428,6,0,8,True,0.5293062795627546,-0.24810082821780857,107.51355429322041,0.24963781727497533,0.13639107747107476,0.10950610539055054,True,True,29,62fa427417918d4aee6888cb852f99b07ad522bb701ce64c174d39841ce9e9da,episode_000049,f09a906280b8771ba2adcb9a488f1f10b2ed0fa1d1a5f4c9ad859da05209f3e5
50,validation,shards/shard_00003.h5,/episodes/episode_000050,118,True,none,2.36,6.054152527423867,6,1,8,True,0.4285494936570084,-0.03391369393556881,-4.141320036361037,0.18416603611069998,0.25712966686893113,0.1367449370457186,True,True,26,fcb33772b686379400da9c0b230efbf05168e1ef2be6b0cce16cbe24964232f9,episode_000050,354e07c114867c15a9fe67b9aa05209177d904b5a7f59b6c660f966d5b37f072
51,train,shards/shard_00003.h5,/episodes/episode_000051,126,True,none,2.52,5.53220012078873,6,2,8,True,0.6192333356559812,-0.2863732985167026,115.17265828163062,0.36807988222099386,0.3035208875497981,0.2539461179376055,True,True,31,54b0c4df6794c0a99960fc3b96e7edeaf8cb554dfbaef44a91437f01d7557bfc,episode_000051,4f81ab2907cdaa6abc7c9246c265f034c9925e6bc7685c828f64aea8855087ae
52,validation,shards/shard_00003.h5,/episodes/episode_000052,122,True,none,2.44,6.021812669750034,6,3,8,True,0.572776672135791,0.16853739928803235,-21.90969418529582,0.3091799291582059,0.26283584021839684,0.1671628737184116,True,True,29,5003d413ae1a159491bfc9ee08903364a212f7b20ea7328506dc2af73da6a115,episode_000052,c65addac00511f0c0e05c0cb93bc436d7bbf1e45dbb6a07c2f482023b6c849ea
53,train,shards/shard_00003.h5,/episodes/episode_000053,128,True,none,2.56,4.843394749214212,6,4,8,True,0.7299789096096583,-0.14073857053892477,142.77953118994918,0.3270584187276803,0.8894610258808272,0.5326345322021265,True,True,32,89e371220af85fcd06e9b445111d0e9efb4bca2855f6ce10a59e29fa743a1f07,episode_000053,38a27bc5fbc600168c5ca1cb8d159a079c9c49d2bd76d1a7a65f503296dfda25
54,validation,shards/shard_00003.h5,/episodes/episode_000054,118,True,none,2.36,6.018152112950702,6,5,8,True,0.44904928532753496,0.06507359501483967,-170.5624685912906,0.3250777775837971,0.1334988693972027,0.06787459461921475,True,True,26,c9220d4ae5d4da74d9f8ba4a6f2e773535849c419c099b45d206eb79f24c556e,episode_000054,672804cc6d4e3e14fe66d965696e477672d4a35fc999e01e48c61cfbbe373d5a
55,train,shards/shard_00003.h5,/episodes/episode_000055,117,True,none,2.34,5.798679302902201,6,6,8,True,0.3725191808304288,0.12179291893453681,-61.51440833854038,0.08563421044978704,0.5278136573732065,0.33792774319934,True,True,25,7eeebd32b174c816597718619bbec48e33487a16197ad5ce158f522a7bc193b5,episode_000055,a965e311a9bf5160d371fe5f16d8c52bb66d5f78e2c1d5c212f41e4e25c7de3a
56,train,shards/shard_00003.h5,/episodes/episode_000056,119,True,none,2.38,6.05771888804702,6,7,8,True,0.4893657335537749,-0.007694776171244366,-135.93268564133322,0.19674306434746497,0.8812794579693041,0.8078300785240108,True,True,27,8af4a5c88a65d052af23dba967c8a543861b783b11bde8d36f871faddb2c7cd3,episode_000056,fc51d5bc1740cdb24e4a9b58e5e3ab91dcd6a75bcadf5031b9f97dd94db0c57e
57,train,shards/shard_00003.h5,/episodes/episode_000057,125,True,none,2.5,5.427091939856155,7,0,8,True,0.5942027975291678,-0.2933981834643018,-57.94829491792949,0.24884815181786946,0.8903495272766838,0.4586225195793201,True,True,27,6a49ffa665ec82a2649c778ef82e2898d55c74412d4446953f6567abbb85ca79,episode_000057,4d25b2de3dd77b55c957d38ef641e3540ce31982d7a59b4d72b88816b3ecc752
58,test,shards/shard_00003.h5,/episodes/episode_000058,128,True,none,2.56,5.424185611366511,7,1,8,True,0.7220848712956726,0.14928351422100872,1.6059391137791863,0.24515860759031533,0.648730121592104,0.4674352301418494,True,True,30,f681b734ad4f584d0fae6e8c241cc8bcb50693c3c98e0c0d34294f37446a9746,episode_000058,7cea5d916586a0d563df61450aab84bc9a6500b71eb0d962846e23bd2023c7fa
59,train,shards/shard_00003.h5,/episodes/episode_000059,180,False,max_steps,3.6,0.7791653432050225,7,2,8,True,0.42177272743136135,0.06215250048057547,141.84962122116588,0.05215472891870898,0.39291563217980224,0.2099445099500641,True,True,41,0d3b8978b0dc7a3d0b71b795556e8591eb7fbde14aa417e382eb37ddd04a20ea,episode_000059,3458015c2676dd54cc405619cc9bcb8c05edaee04eb59d05b49022d39fa3b46c
60,train,shards/shard_00003.h5,/episodes/episode_000060,127,True,none,2.54,4.713500653911183,7,3,8,True,0.6730355957459078,-0.2873031023436307,55.907576154855576,0.4288597865807192,0.44973609866309106,0.3080674317926423,True,True,29,158c798ddc67aeb333f139ef90d4926aab779855bb49c39952f495804a63209e,episode_000060,33caf0177e3506f0193f00c131b618edaf912f0816bb63aa61f6016feee47622
61,train,shards/shard_00003.h5,/episodes/episode_000061,120,True,none,2.4,6.099086910061487,7,4,8,True,0.5236834602330892,0.11889124066530399,-109.72091468599407,0.09396174264402794,0.14821964940519622,0.08062862465485097,True,True,25,e34134ba21e8b8b710f65c919be63cca84edb210c402e22134f63332afc8aaac,episode_000061,95bc4a6ed40e81dcd4aff14978572160626d9b4b62b532b10650373b7e90642e
62,train,shards/shard_00003.h5,/episodes/episode_000062,123,True,none,2.46,5.535398296621054,7,5,8,True,0.41799250374448466,0.2833563390734834,123.95145300142588,0.38233009874757656,0.8717008827907485,0.44290295886269626,True,True,26,ea536770645c623fa92bd5accbd4e51f08e9a52e9980b10266a3a8dee92c2f5a,episode_000062,230f509a030013aef8f7d02df296557fab56db64ac0c5c5250d77e3397d80af9
63,train,shards/shard_00003.h5,/episodes/episode_000063,126,True,none,2.52,5.985674222043599,7,6,8,True,0.6693683657962648,-0.03331286181229909,-45.68098489462304,0.34938837342159584,0.2645942925524595,0.1374166303226938,True,True,28,063c38ee879556abfbe395d0bafd44b3964479c6035ae4766ef574c8950d00ef,episode_000063,bf9ada61a005fc56bd98f90cfaf41aead1f41def1a8eb4ec001fe4f957cc5ee6
64,train,shards/shard_00003.h5,/episodes/episode_000064,126,True,none,2.52,6.0779704590422625,7,7,8,True,0.6467853752880683,0.04031291886558325,-38.801754073788885,0.39709197256906603,0.8431118113207023,0.6955634370826773,True,True,28,8368f0ed1732416330b9cf3738daece7ff981ab7ec6e1b9cf780252f0434ebea,episode_000064,1c19b32ab934ae49b7fc0a4f2f6e5749e4869b3dd7fa5459001a908132c25535
